################################################################################
# Copyright (c) 2010, 2023 Contributors to the Eclipse Foundation
#
# See the NOTICE file(s) distributed with this work for additional
# information regarding copyright ownership.
#
# This program and the accompanying materials are made available under the terms
# of the MIT License which is available at https://opensource.org/licenses/MIT
#
# SPDX-License-Identifier: MIT
################################################################################

2.1000   0.0000
2.1010   0.0000
2.1020   0.0000
2.1030   0.0000
2.1040   0.0000
2.1050   0.0000
2.1060   0.0000
2.1070   0.0000
2.1080   0.0000
2.1090   0.0000
2.1100   0.0000
2.1110   0.0000
2.1120   0.0000
2.1130   0.0000
2.1140   0.0000
2.1150   0.0000
2.1160   0.0000
2.1170   0.0000
2.1180   0.0000
2.1190   0.0000
2.1200   0.0000
2.1210   0.0000
2.1220   0.0000
2.1230   0.0000
2.1240   0.0000
2.1250   0.0000
2.1260   0.0000
2.1270   0.0000
2.1280   0.0000
2.1290   0.0000
2.1300   0.0000
2.1310   0.0000
2.1320   0.0000
2.1330   0.0000
2.1340   0.0000
2.1350   0.0000
2.1360   0.0000
2.1370   0.0000
2.1380   0.0000
2.1390   0.0000
2.1400   0.0000
2.1410   0.0000
2.1420   0.0000
2.1430   0.0000
2.1440   0.0000
2.1450   0.0000
2.1460   0.0000
2.1470   0.0000
2.1480   0.0000
2.1490   0.0000
2.1500   0.0000
2.1510   0.0000
2.1520   0.0000
2.1530   0.0000
2.1540   0.0000
2.1550   0.0000
2.1560   0.0000
2.1570   0.0000
2.1580   0.0000
2.1590   0.0000
2.1600   0.0000
2.1610   0.0000
2.1620   0.0000
2.1630   0.0000
2.1640   0.0000
2.1650   0.0000
2.1660   0.0000
2.1670   0.0000
2.1680   0.0000
2.1690   0.0000
2.1700   0.0000
2.1710   0.0000
2.1720   0.0000
2.1730   0.0000
2.1740   0.0000
2.1750   0.0000
2.1760   0.0000
2.1770   0.0000
2.1780   0.0000
2.1790   0.0000
2.1800   0.0000
2.1810   0.0000
2.1820   0.0000
2.1830   0.0000
2.1840   0.0000
2.1850   0.0000
2.1860   0.0000
2.1870   0.0000
2.1880   0.0000
2.1890   0.0000
2.1900   0.0000
2.1910   0.0000
2.1920   0.0000
2.1930   0.0000
2.1940   0.0000
2.1950   0.0000
2.1960   0.0000
2.1970   0.0000
2.1980   0.0000
2.1990   0.0000
2.2000   0.0000
2.2010   0.0000
2.2020   0.0000
2.2030   0.0000
2.2040   0.0000
2.2050   0.0000
2.2060   0.0000
2.2070   0.0000
2.2080   0.0000
2.2090   0.0000
2.2100   0.0000
2.2110   0.0000
2.2120   0.0000
2.2130   0.0000
2.2140   0.0000
2.2150   0.0000
2.2160   0.0000
2.2170   0.0000
2.2180   0.0000
2.2190   0.0000
2.2200   0.0000
2.2210   0.0000
2.2220   0.0000
2.2230   0.0000
2.2240   0.0000
2.2250   0.0000
2.2260   0.0000
2.2270   0.0000
2.2280   0.0000
2.2290   0.0000
2.2300   0.0000
2.2310   0.0000
2.2320   0.0000
2.2330   0.0000
2.2340   0.0000
2.2350   0.0000
2.2360   0.0000
2.2370   0.0000
2.2380   0.0000
2.2390   0.0000
2.2400   0.0000
2.2410   0.0000
2.2420   0.0000
2.2430   0.0000
2.2440   0.0000
2.2450   0.0000
2.2460   0.0000
2.2470   0.0000
